customer_id,lifetime_value
17592,3026.42
372,2978.2799999999997
17547,2680.64
14135,2588.95
13621,2487.41
3251,2467.01
11283,2385.33
5752,2361.67
13894,2343.1
6322,2230.66
9912,2178.4300000000003
8123,2153.2400000000002
3640,2122.89
9573,2115.6900000000005
11172,2112.93
12502,2111.21
17016,2101.5
503,2100.96
2223,2100.4300000000003
8355,2054.98
10266,1994.32
16232,1980.98
16565,1976.53
19684,1929.44
10342,1925.25
14495,1924.76
16148,1923.92
15858,1852.26
8857,1849.5900000000001
13437,1843.31
18426,1833.68
3769,1832.6599999999999
4900,1815.04
4302,1771.27
4647,1755.86
11879,1750.15
7032,1744.42
6422,1737.31
12576,1732.86
14819,1727.58
13282,1697.11
4584,1691.16
13725,1678.36
12997,1672.49
18562,1657.85
2986,1652.07
4406,1639.79
6166,1638.69
15435,1636.67
6242,1635.43
8521,1627.87
12832,1623.27
10493,1603.3999999999999
14195,1581.48
9842,1575.9499999999998
8845,1575.21
6814,1573.8
12117,1553.58
18881,1553.03
13389,1549.21
16241,1545.94
16797,1541.08
12438,1540.79
6425,1537.96
19786,1534.76
17246,1534.55
13701,1529.9699999999998
18646,1525.23
5498,1524.38
4414,1506.91
13628,1506.79
12402,1505.12
6510,1504.17
1625,1501.17
14638,1497.18
10895,1495.53
1406,1488.6599999999999
1286,1484.96
13513,1472.85
18696,1470.0900000000001
14088,1456.6200000000001
3442,1452.37
14657,1450.64
8687,1443.43
12646,1436.19
9673,1434.15
5091,1427.36
14540,1426.9599999999998
17527,1422.9
10502,1410.83
15108,1409.51
7064,1403.9099999999999
18880,1403.68
19568,1395.72
19929,1395.1
9735,1388.6200000000001
12974,1385.46
19783,1384.92
5592,1383.25
15522,1379.0
8431,1374.14
8374,1373.8400000000001
18335,1373.38
2923,1372.8899999999999
12993,1372.65
17151,1368.05
7536,1360.86
117,1355.84
8385,1352.9699999999998
6851,1352.56
12912,1347.97
7977,1346.18
11621,1343.71
12392,1341.24
6068,1340.56
3678,1340.17
7815,1339.3999999999999
847,1335.73
17042,1329.62
4077,1329.48
830,1327.1599999999999
5450,1326.29
5199,1323.92
2974,1321.21
12930,1319.1
2769,1318.67
18551,1316.8000000000002
14672,1316.47
6828,1315.73
15647,1307.94
7795,1307.36
1459,1306.35
16524,1300.1999999999998
634,1300.17
6543,1298.75
19494,1298.52
17692,1293.76
109,1290.44
5258,1286.71
3783,1285.48
9538,1283.43
9006,1276.83
395,1273.15
1189,1271.25
13047,1268.65
4656,1268.41
2609,1266.59
2078,1264.53
7117,1264.3799999999999
9018,1261.6299999999999
12508,1258.1
18092,1257.03
2574,1256.87
1102,1256.24
18805,1253.1599999999999
12905,1250.53
10547,1247.43
816,1246.78
2812,1241.94
4213,1241.6100000000001
14898,1237.55
17254,1237.21
16138,1236.63
19643,1234.3200000000002
18524,1230.8600000000001
2980,1230.2
11236,1229.23
4959,1226.3
5220,1223.8000000000002
10804,1222.44
17281,1222.14
15475,1221.25
13130,1220.75
6430,1219.98
16432,1211.46
9575,1209.47
11176,1204.77
1018,1202.37
19275,1202.3600000000001
10725,1197.02
18539,1193.89
10043,1192.54
6901,1190.4
11446,1190.22
15245,1189.56
16159,1183.12
13854,1183.01
10555,1182.04
4191,1179.38
3411,1175.1
2710,1174.93
11649,1174.65
6063,1171.1799999999998
12313,1170.68
1997,1170.4099999999999
11557,1168.0500000000002
15130,1166.56
13731,1164.04
8689,1161.21
4534,1159.32
2971,1159.2
9854,1158.83
6931,1158.02
2965,1157.8000000000002
15029,1156.3400000000001
7230,1156.19
6852,1154.92
6951,1154.44
5329,1154.05
13716,1152.6999999999998
10463,1151.25
6563,1149.74
18727,1149.72
18436,1148.82
10926,1148.34
2561,1146.99
12139,1145.27
4162,1143.3400000000001
17289,1142.55
4791,1142.5
1088,1141.8700000000001
13483,1140.29
10845,1140.1000000000001
14440,1139.53
7197,1137.21
17384,1135.53
11920,1134.17
1551,1133.55
15195,1132.71
7012,1131.5
13561,1130.65
17243,1128.73
16469,1119.76
13632,1119.03
10751,1118.04
3840,1117.23
19553,1116.86
14168,1113.1200000000001
18919,1110.71
16697,1110.07
8714,1107.97
3522,1106.2800000000002
5041,1106.25
455,1105.2
6803,1104.66
8427,1103.53
17347,1102.2
9760,1102.19
4146,1101.3
5132,1099.67
18783,1098.12
19743,1097.1499999999999
7018,1096.85
7325,1096.03
5305,1093.81
6051,1092.85
7245,1092.71
5429,1090.6
16095,1090.55
9454,1089.48
7041,1087.91
19364,1086.18
11780,1086.03
2291,1084.04
11493,1081.83
12210,1081.5700000000002
9675,1080.72
9718,1080.56
18257,1078.26
9523,1075.26
7474,1074.29
3806,1071.55
19827,1070.44
16940,1070.17
6220,1068.94
15729,1068.46
12448,1066.11
3177,1065.97
1165,1065.3500000000001
13314,1065.03
2865,1064.72
294,1064.59
16635,1062.93
6448,1062.6200000000001
14131,1062.36
18664,1061.46
4749,1058.53
612,1055.32
8918,1054.61
5634,1054.57
9617,1052.24
3835,1050.55
7761,1049.88
18876,1049.68
13968,1047.6699999999998
17979,1047.22
7591,1046.89
17005,1046.68
4292,1046.26
14616,1046.24
19111,1046.1000000000001
741,1045.67
14279,1045.2
8861,1044.71
13176,1043.95
11864,1042.88
4983,1042.8600000000001
9182,1042.65
15849,1041.41
12565,1040.48
16467,1039.81
19222,1038.38
12528,1038.36
19674,1037.6599999999999
16274,1036.24
16047,1033.1499999999999
7167,1032.48
16487,1030.49
253,1030.41
9101,1030.34
7870,1028.77
6013,1028.03
1126,1027.18
40,1025.31
12839,1023.55
3139,1023.4000000000001
13124,1023.17
1633,1022.89
12213,1022.04
8545,1020.9399999999999
15039,1020.9
5317,1020.4000000000001
18515,1019.7399999999999
8322,1018.25
19982,1018.0799999999999
2953,1017.9499999999999
7011,1017.82
15517,1017.8
8673,1017.7199999999999
17829,1016.56
18965,1015.6899999999999
402,1015.68
11842,1014.91
13345,1014.66
1398,1013.47
5865,1011.23
19100,1011.19
13722,1010.38
13218,1009.3199999999999
10734,1008.99
327,1008.15
4167,1007.6700000000001
4328,1006.18
16126,1004.7
14115,1004.48
6892,1004.4300000000001
971,1004.25
14439,1004.0699999999999
14227,1003.87
3179,1003.64
9542,1003.6
10365,1003.54
5292,1002.6500000000001
15214,1002.36
12296,1000.74
14665,999.53
12090,997.41
10928,997.14
9413,995.47
7007,995.38
15677,995.27
12862,995.1100000000001
8490,993.1800000000001
11861,992.3
3075,990.54
9086,988.14
6704,987.24
12004,986.31
9287,983.61
12969,982.53
1772,981.85
9600,981.15
8936,980.09
745,979.6500000000001
7110,979.64
13350,979.48
17381,978.3499999999999
12197,978.3199999999999
10829,978.0699999999999
4450,977.7900000000001
11685,977.63
2571,976.63
14911,976.24
8050,976.15
4334,975.94
11625,975.9
14283,975.86
4413,975.65
9449,975.17
16286,974.5699999999999
15349,974.3600000000001
15940,973.64
12369,973.03
11228,972.36
19555,972.27
13210,971.75
7649,970.3299999999999
19160,970.3199999999999
11960,969.94
6005,969.17
6332,969.03
7115,968.6899999999999
19427,968.1800000000001
9848,968.18
7003,967.6800000000001
19398,966.37
17083,966.02
16160,965.73
11606,965.48
9723,965.34
14400,965.0600000000001
1168,963.79
11144,962.9200000000001
12072,962.48
6375,962.46
261,962.45
6678,962.44
10565,962.18
15059,960.72
16246,960.71
14856,960.3199999999999
7595,960.19
6421,959.81
289,959.12
8979,958.63
18382,958.05
3525,956.85
12082,955.71
6627,955.29
15977,954.6700000000001
13999,954.55
15316,954.14
16946,952.3499999999999
9109,951.97
14747,951.6
15833,951.09
10294,950.69
4730,949.7800000000001
12854,948.8199999999999
6293,948.77
3989,948.73
7756,947.48
13747,947.43
7625,947.1400000000001
1469,944.37
6152,943.3000000000001
15895,942.48
498,941.15
2226,940.94
12876,939.89
10606,939.48
1816,939.21
3754,939.1800000000001
5768,939.0600000000001
5584,939.02
12958,937.96
5922,937.94
9817,937.14
644,936.9200000000001
7834,935.15
1865,935.0600000000001
11254,935.0
15757,934.1099999999999
13014,933.81
16985,933.52
4447,933.29
17948,932.68
3373,932.24
14301,932.1600000000001
18372,931.9200000000001
16845,931.79
3501,931.02
13050,930.92
19311,930.16
7776,930.04
8114,929.86
13738,929.24
5333,928.65
16114,926.92
4549,926.72
9493,925.59
19785,925.47
16116,925.46
4515,924.69
11965,924.47
13246,922.38
10139,921.76
8647,919.3
3116,918.38
19415,918.19
3082,917.1700000000001
6859,916.9599999999999
7648,916.81
18385,916.12
14698,914.5400000000001
2819,914.51
17068,913.3
265,910.64
10973,909.35
8684,909.3399999999999
10473,909.26
16949,909.25
769,908.51
5402,907.4
988,907.3300000000002
17696,906.6899999999999
16772,906.11
8240,906.02
9284,903.47
15088,902.92
8960,902.71
2306,902.63
818,902.06
5813,901.6800000000001
1937,901.08
11502,900.25
15060,899.6700000000001
19450,899.26
12647,898.74
8791,898.5799999999999
9335,898.52
17615,898.31
13108,898.25
6824,897.2
3360,895.56
18818,894.8399999999999
14917,894.3999999999999
5668,894.25
3530,894.1700000000001
18180,894.0
15128,893.2199999999999
2510,892.99
13987,892.21
16421,892.12
13222,891.38
3600,891.25
5946,890.72
10689,888.3299999999999
15784,888.21
79,887.65
6003,887.44
3586,886.95
12171,886.53
16968,886.28
5164,885.8199999999999
11347,885.4300000000001
18448,885.07
12341,884.06
10871,883.64
19771,883.08
18957,881.7399999999999
11576,881.27
5716,880.88
10031,880.71
14043,880.01
7682,879.82
7606,879.67
198,877.96
14847,877.72
8031,877.49
9169,875.3
11044,875.28
11628,875.0999999999999
7444,875.0899999999999
4403,874.53
14383,874.26
3609,874.1400000000001
7507,873.6700000000001
3779,872.87
10392,872.8499999999999
9835,872.68
2133,872.51
8373,872.1700000000001
17055,871.9300000000001
10081,871.7
6733,871.6700000000001
17117,870.8799999999999
15493,870.81
17222,870.77
10220,870.29
13751,870.11
17978,870.04
19690,869.3199999999999
2265,869.1500000000001
10536,869.12
13842,869.0799999999999
3763,868.5699999999999
7232,868.45
14893,868.14
8568,867.96
4399,865.6
15731,865.12
15502,863.74
11796,863.54
8216,863.05
16184,862.92
13504,862.89
161,862.8399999999999
16967,862.8299999999999
10904,862.26
17141,861.6
6133,861.13
6144,860.85
15795,860.77
1460,860.25
7920,860.25
17278,859.47
2040,859.13
17929,858.7
10722,858.43
2807,858.33
17242,857.98
9002,857.86
15843,857.46
3415,857.08
4933,856.77
316,855.77
8598,855.2
14960,855.0999999999999
11511,854.84
15597,854.5899999999999
15106,854.54
793,854.28
382,853.3299999999999
2749,853.13
12491,852.9
314,852.49
17037,851.6099999999999
14869,851.6
19535,851.56
1427,851.35
17084,851.0
4800,850.4899999999999
9963,850.0
11747,849.9799999999999
16464,849.97
14591,849.65
12866,849.55
9624,848.6600000000001
8399,848.01
11876,847.85
4032,847.8299999999999
14662,847.66
5572,847.03
996,846.45
4950,846.2099999999999
10372,845.92
4100,845.76
9471,845.6999999999999
2345,845.6700000000001
14634,845.52
11265,845.49
2519,845.25
14177,844.71
3391,843.6700000000001
2244,842.75
5133,842.42
14326,841.5899999999999
17572,841.49
6417,841.35
8560,841.23
16174,840.89
13020,840.49
1344,840.34
10917,839.75
11895,838.8499999999999
1106,838.5899999999999
9494,838.48
19341,836.66
18741,836.63
2428,836.0
16441,835.69
2081,835.6800000000001
5570,835.56
14874,835.11
2645,834.92
7163,834.88
18610,834.34
17492,834.3299999999999
18012,833.8100000000001
12780,833.76
17097,833.62
15446,833.6
18573,833.3599999999999
2624,832.48
7335,832.28
14376,830.7500000000001
17304,830.6700000000001
19151,830.53
17639,829.88
11185,829.36
19487,829.27
6906,828.8499999999999
19882,828.84
6445,828.5600000000001
5674,828.52
9530,828.3399999999999
14962,828.2
5901,827.87
18138,827.13
1122,826.65
16369,826.15
2638,826.12
8099,825.75
17193,825.21
1724,824.71
18421,824.7
18864,824.7
18325,824.68
3320,824.65
14783,824.33
9450,823.89
3098,823.88
12511,823.86
5374,823.67
4354,823.17
6537,823.06
3641,822.76
13121,822.74
13602,822.05
18471,821.12
795,821.01
1872,820.6700000000001
17728,820.62
2992,820.0400000000001
8953,819.77
6792,819.57
18399,819.27
2121,818.48
1376,817.8199999999999
4493,817.54
7313,816.73
19243,816.48
14271,816.43
6629,816.27
15756,815.2
9982,815.08
17588,814.51
2629,814.4300000000001
17759,814.34
441,813.98
16553,813.2
9685,812.99
13356,812.97
7825,812.38
4934,812.1899999999999
16310,811.57
16398,811.37
4772,809.9599999999999
8154,809.74
4332,809.42
2079,808.53
2481,808.01
18156,807.9300000000001
16809,807.6800000000001
18334,806.99
1602,805.69
18,805.64
5963,805.46
4141,805.21
334,805.12
8425,805.03
12788,804.82
11253,804.78
12571,804.6300000000001
14732,804.49
15951,804.27
18933,803.58
6687,802.42
7963,802.28
8952,802.1199999999999
3951,801.79
4840,801.09
17408,800.8
17832,800.51
13230,800.49
16069,800.42
14315,799.6
5683,798.61
3264,797.8
6017,797.61
2671,796.89
1608,796.83
6437,796.3299999999999
14421,796.04
10792,795.47
13465,795.02
6216,794.62
15571,793.73
5382,793.56
2018,793.0799999999999
5391,792.72
13965,792.46
7526,792.38
10270,792.1700000000001
18129,792.13
17,791.85
4631,791.63
1651,791.54
5998,791.1600000000001
17845,790.82
15444,790.73
6201,790.03
14145,789.96
16633,789.93
6932,789.87
17631,788.88
18380,788.55
9492,788.13
14549,787.99
12717,787.89
10853,787.87
239,787.76
2284,787.66
5505,787.51
6865,787.4399999999999
6025,787.26
7420,787.1
16603,787.0899999999999
2960,786.96
806,785.69
475,785.36
4563,785.26
12743,785.21
15750,785.08
12124,784.28
5772,783.88
8416,783.31
4735,782.83
7982,782.52
2492,782.3499999999999
17209,782.01
17705,781.3299999999999
11508,780.4799999999999
15414,779.71
13671,779.61
12334,779.6
6324,779.53
1408,778.77
16448,778.72
17052,778.38
3930,778.3
13170,778.27
4001,777.59
15117,777.4599999999999
7264,777.13
16598,777.09
16262,776.8599999999999
1426,775.96
3733,775.96
10843,775.91
1454,775.73
1140,775.1
487,774.5
13780,774.3
4149,773.79
3849,773.72
15335,773.37
7149,772.99
3823,771.94
18392,771.36
3369,771.3299999999999
10807,770.03
6455,769.23
9214,769.19
9340,769.11
6509,768.85
5971,768.75
17798,768.63
14107,768.35
17612,767.94
8972,767.53
3871,766.48
18632,765.51
12109,764.79
8227,764.79
18477,764.73
2142,764.44
4480,763.83
8473,763.76
16558,763.38
2903,762.99
9133,762.5899999999999
3708,762.4799999999999
17026,762.34
5927,762.31
4508,762.0
16335,761.9
17375,761.89
4086,761.6999999999999
18923,761.5999999999999
4472,761.25
9329,761.05
802,760.94
14880,760.44
19401,759.8399999999999
9515,759.5
11609,759.34
7496,759.15
14269,758.48
7013,758.41
9338,758.11
10880,757.9
573,757.79
9292,757.63
3777,757.4000000000001
17790,757.17
13622,756.7600000000001
17628,756.4000000000001
16239,756.38
18120,755.87
8449,755.7
14090,755.56
8626,755.06
11618,754.96
18626,754.48
17551,754.09
18107,753.97
1891,753.7
12624,753.63
8875,753.38
6365,753.31
1752,753.03
5115,752.84
982,752.49
16505,752.46
9381,752.32
13097,751.71
7990,751.68
9241,751.36
12579,750.39
13895,749.78
2604,749.76
18794,749.3
12129,749.17
2780,748.77
16803,748.1
14299,747.96
14153,747.76
515,747.6400000000001
9877,747.47
3124,747.01
3071,746.1300000000001
5858,745.5
8252,745.4300000000001
4388,745.43
10409,745.33
8554,745.24
4726,745.12
15333,745.06
3615,744.96
5175,744.55
11243,744.39
1217,744.36
3033,744.0699999999999
15993,743.9100000000001
4079,743.47
13908,743.04
16863,742.54
482,742.4200000000001
4226,742.13
2475,741.96
12446,741.9300000000001
12419,741.52
17593,741.38
17932,741.27
18147,741.12
606,740.97
15142,740.87
14659,740.76
1819,740.42
8691,740.29
15401,740.12
18940,739.71
13679,739.6500000000001
15898,738.85
13008,738.5699999999999
16880,738.11
10728,737.76
14752,737.66
4448,737.5
18735,737.0600000000001
11126,737.03
4109,736.77
19751,736.4
16699,735.99
17518,735.56
13811,735.46
13368,735.36
2557,735.11
1151,734.84
866,734.4300000000001
11048,734.06
16240,734.02
11553,733.71
13302,733.6800000000001
18581,733.56
3647,733.3199999999999
18022,733.12
9642,732.9100000000001
5078,731.69
12679,731.4000000000001
17283,731.38
99,730.92
10847,730.69
11001,729.74
9118,729.67
14354,729.5799999999999
14412,729.45
9181,729.17
10157,729.0799999999999
510,728.95
14221,728.6800000000001
1477,728.55
9632,728.54
19337,728.08
19118,728.08
16782,727.8399999999999
91,727.71
2934,727.68
19581,727.5500000000001
16377,727.27
8679,726.26
13577,726.13
17535,726.04
9000,725.98
5896,725.93
17233,725.7
6093,725.57
19219,725.38
13835,725.24
343,725.09
17903,724.79
13328,724.6
7086,724.45
906,724.4300000000001
17092,723.94
18823,723.85
12827,723.67
14509,723.5799999999999
18813,723.55
7830,722.9
18717,722.39
1079,722.36
14604,722.19
13933,722.07
7165,721.96
3394,721.48
12521,721.35
11587,721.0600000000001
8894,720.74
653,718.9000000000001
4248,718.88
13199,718.78
1328,718.46
1595,718.4100000000001
18194,718.0600000000001
4809,717.41
4842,717.2900000000001
12956,716.99
10727,716.97
2719,716.64
12407,716.62
16420,716.56
5294,716.16
1302,716.07
13634,715.91
10770,715.19
18958,715.03
12613,714.98
6234,714.78
14660,714.23
1007,713.36
8079,713.1899999999999
8574,713.04
4210,712.99
18850,712.02
17286,711.8
4936,711.59
5117,711.5
15835,710.5699999999999
9749,710.45
15371,709.9399999999999
10359,709.59
14324,709.2199999999999
7217,708.95
18355,708.15
12168,707.97
5322,707.2
18938,706.5699999999999
18829,706.35
17786,706.3
19096,705.86
13932,705.57
5280,705.5
505,705.02
14382,703.67
3955,703.57
4401,703.53
19293,703.16
15728,702.73
13396,702.0
17992,701.98
1384,701.71
3214,701.63
9587,701.14
8877,700.88
15259,700.84
17469,700.52
4362,700.42
9015,700.39
12285,699.96
12607,699.81
1808,699.52
3165,699.51
12815,699.16
19772,699.0899999999999
16581,698.79
566,698.7099999999999
10050,698.4200000000001
12904,698.3100000000001
13237,697.77
19625,697.76
12685,697.47
362,696.85
5279,696.5899999999999
16092,695.8299999999999
16299,695.61
8514,694.53
12326,694.44
237,693.97
7841,693.9300000000001
2207,693.7
5699,693.53
17164,693.02
15921,692.61
16588,692.48
262,692.35
12363,692.0799999999999
3651,691.66
1779,691.4599999999999
12778,691.16
2429,691.0999999999999
19534,691.09
16996,690.85
13283,690.77
13158,690.5699999999999
8629,690.4
4829,690.37
13670,690.34
7469,690.3
8038,689.41
841,689.1600000000001
14756,689.04
915,688.52
11772,688.52
19597,688.24
3050,688.17
7560,688.12
19564,688.11
4343,687.95
9053,687.5899999999999
3300,687.53
15215,687.3000000000001
8145,686.5600000000001
18488,685.9
3326,685.47
7118,685.31
550,684.68
7951,684.11
791,683.48
14615,683.47
16222,683.36
7588,683.21
7148,682.61
10420,682.45
19162,682.02
8066,682.0
3578,681.91
13667,681.72
147,681.71
10784,681.56
14530,681.36
5925,681.29
11529,681.07
9199,681.0500000000001
5654,680.7
19152,680.69
14076,680.54
14228,680.51
5647,680.33
10042,680.25
2752,679.95
393,679.75
5230,679.74
5778,679.73
3244,679.6500000000001
4994,679.6
18960,678.9300000000001
15622,678.78
18983,678.68
18134,678.5799999999999
16401,678.5300000000001
6181,678.46
10136,678.2700000000001
6043,677.88
15294,677.82
2800,677.49
9337,677.4
2410,677.35
236,677.15
5987,676.71
15472,676.68
16501,676.55
10378,676.15
7914,676.08
3845,675.89
685,675.8399999999999
17435,675.66
1682,675.35
17965,675.31
1973,675.28
6311,675.15
13642,675.13
17536,675.12
43,675.04
16563,674.9300000000001
9094,674.9200000000001
12218,674.59
18195,674.47
10957,674.3599999999999
1785,674.3299999999999
7892,674.14
4314,673.98
18561,673.75
4059,673.66
5769,673.2
16877,672.61
14721,672.45
19049,672.29
8992,672.18
11302,672.1700000000001
3424,671.97
2993,671.88
19150,671.1
18069,670.85
4320,670.8499999999999
14263,670.7
6413,670.69
19993,670.6700000000001
10874,670.5699999999999
5887,670.51
7050,670.47
2516,670.45
757,670.0999999999999
14344,669.98
16862,669.67
2844,669.67
19127,669.31
11589,669.29
11456,669.25
18093,669.14
19876,669.01
3235,668.81
2387,668.66
12664,668.0799999999999
13067,667.24
1901,666.85
9510,666.84
7783,666.83
11678,666.71
10245,666.49
3070,666.28
18917,666.02
4235,665.94
19577,665.84
17442,665.71
15956,665.55
3723,665.47
4866,665.41
19026,665.29
4525,665.05
11728,665.02
11235,664.99
2672,664.89
15585,664.81
18027,664.39
18535,664.22
9396,664.1999999999999
6075,663.31
17923,663.27
16768,663.03
19766,662.78
16388,662.61
12753,662.51
3046,662.49
12645,662.31
7637,662.27
1890,662.26
1562,662.25
19909,661.85
7456,661.8
5630,661.7
7917,661.44
13126,661.26
415,661.19
1809,661.0699999999999
7030,661.01
16624,660.76
16749,660.7
3223,660.6
19249,660.3100000000001
13098,659.63
10228,659.45
5010,659.3100000000001
2900,659.24
9950,658.87
7791,658.86
13157,658.3399999999999
15304,658.21
1464,658.06
13159,657.92
12358,657.63
13278,657.46
